TIER-1	TIER-2	TIER-3	TIER-4	TIER-5	TIER-6
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	Seasonal ARIMA (SARIMA)	Seasonal Demand Forecasting	Quarterly Revenue Prediction
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Point Forecasts	Single Value Prediction	Best Estimate Forecast
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Point Forecasts	Single Value Prediction	Mean/Median Forecast
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Point Forecasts	Demand Forecasting	Product Demand Prediction
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Point Forecasts	Demand Forecasting	Lead Volume Forecasting
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Point Forecasts	Sales Forecasting	Monthly/Quarterly Sales Targets
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Point Forecasts	Sales Forecasting	Revenue Projections
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Interval Forecasts	Prediction Intervals	80% and 95% Prediction Intervals
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Interval Forecasts	Prediction Intervals	Upper and Lower Bounds
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Interval Forecasts	Forecast Uncertainty Quantification	Confidence in Forecast Range
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Interval Forecasts	Forecast Uncertainty Quantification	Communicating Forecast Uncertainty
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Forecast Accuracy Metrics	MAPE (Mean Absolute Percentage Error)	MAPE Calculation Formula
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Forecast Accuracy Metrics	MAPE (Mean Absolute Percentage Error)	Percentage Error Interpretation
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Forecast Accuracy Metrics	MAPE (Mean Absolute Percentage Error)	MAPE < 10% = Highly Accurate
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Forecast Accuracy Metrics	RMSE (Root Mean Square Error)	RMSE Calculation
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Forecast Accuracy Metrics	RMSE (Root Mean Square Error)	Comparing Model Performance
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Forecast Accuracy Metrics	MAE (Mean Absolute Error)	MAE Calculation
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Forecast Accuracy Metrics	MAE (Mean Absolute Error)	Average Forecast Error
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Forecast Accuracy Metrics	Forecast Bias Assessment	Positive vs Negative Bias
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Forecast Accuracy Metrics	Forecast Bias Assessment	Systematic Over/Under-Forecasting
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Rolling Forecasts		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Forecast Combination		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Forecasting Techniques	Cross-Validation for Time Series		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Inference	Posterior Inference	Posterior Distribution Interpretation	Updated Belief Distribution
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Inference	Posterior Inference	Posterior Distribution Interpretation	Most Probable Parameter Values
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Inference	Posterior Inference	Bayesian Updating Process	Prior → Data → Posterior
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Inference	Posterior Inference	Bayesian Updating Process	Iterative Learning
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Inference	Posterior Inference	Sequential Learning in Marketing	Campaign Performance Updates
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Inference	Posterior Inference	Sequential Learning in Marketing	Real-Time Belief Adjustment
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Inference	Credible Intervals	Credible Interval vs Confidence Interval	Probability Statement Interpretation
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Inference	Credible Intervals	Credible Interval vs Confidence Interval	Parameter Probability vs Procedure Probability
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Inference	Credible Intervals	Bayesian Uncertainty Quantification	95% Credible Interval
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Inference	Credible Intervals	Bayesian Uncertainty Quantification	Highest Density Interval (HDI)
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Inference	Posterior Predictive Distribution		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Inference	Bayesian Point Estimation		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Inference	Highest Posterior Density (HPD)		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Prior & Posterior Distributions	Conjugate Priors	Beta-Binomial Conjugacy	Beta Prior for Binomial Likelihood
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Prior & Posterior Distributions	Conjugate Priors	Beta-Binomial Conjugacy	Analytical Posterior Solution
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Prior & Posterior Distributions	Conjugate Priors	Prior Selection for Conversion Rates	Uniform Beta(1,1) Prior
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Prior & Posterior Distributions	Conjugate Priors	Prior Selection for Conversion Rates	Weakly Informative Beta Priors
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Prior & Posterior Distributions	Non-Informative Priors	Flat Prior	Uniform Distribution Prior
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Prior & Posterior Distributions	Non-Informative Priors	Flat Prior	Expressing Maximum Ignorance
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Prior & Posterior Distributions	Non-Informative Priors	Jeffreys Prior	Reference Prior
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Prior & Posterior Distributions	Non-Informative Priors	Jeffreys Prior	Invariant to Parameterization
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Prior & Posterior Distributions	Informative Priors	Expert Opinion Incorporation	Subject Matter Expert Beliefs
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Prior & Posterior Distributions	Informative Priors	Expert Opinion Incorporation	Eliciting Prior Distributions
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Prior & Posterior Distributions	Informative Priors	Historical Data as Prior	Previous Campaign Results
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Prior & Posterior Distributions	Informative Priors	Historical Data as Prior	Industry Benchmark Data
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Prior & Posterior Distributions	Empirical Bayes		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayes' Theorem Applications	Medical Diagnosis		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayes' Theorem Applications	Spam Filtering		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayes' Theorem Applications	Belief Updating	Evidence Accumulation	Accumulating Evidence Over Time
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayes' Theorem Applications	Belief Updating	Evidence Accumulation	Strengthening Beliefs with Data
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayes' Theorem Applications	Belief Updating	Campaign Performance Updates	Updating Win Probability
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayes' Theorem Applications	Belief Updating	Campaign Performance Updates	Real-Time A/B Test Updates
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayes' Theorem Applications	Sequential Learning		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Hypothesis Testing	Bayes Factors		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Hypothesis Testing	Posterior Model Probabilities		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Hypothesis Testing	Bayesian Model Comparison		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Hypothesis Testing	Evidence Threshold		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Regression	Bayesian Linear Regression		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Regression	Bayesian Logistic Regression		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Regression	Hierarchical Bayesian Models		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Regression	Bayesian Model Averaging		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Markov Chain Monte Carlo (MCMC)	Metropolis-Hastings Algorithm		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Markov Chain Monte Carlo (MCMC)	Gibbs Sampling		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Markov Chain Monte Carlo (MCMC)	Hamiltonian Monte Carlo		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Markov Chain Monte Carlo (MCMC)	Convergence Diagnostics		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Markov Chain Monte Carlo (MCMC)	Burn-in Period		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Networks	Directed Acyclic Graphs (DAGs)	Node & Edge Interpretation	Nodes as Variables
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Networks	Directed Acyclic Graphs (DAGs)	Node & Edge Interpretation	Edges as Causal/Dependency Relations
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Networks	Directed Acyclic Graphs (DAGs)	Parent-Child Relationships	Direct Dependencies
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Networks	Directed Acyclic Graphs (DAGs)	Parent-Child Relationships	Conditional Probability Tables
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Networks	Directed Acyclic Graphs (DAGs)	Marketing Attribution Networks	Multi-Channel Attribution Structure
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Networks	Directed Acyclic Graphs (DAGs)	Marketing Attribution Networks	Touchpoint Dependencies
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Networks	Conditional Independence		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Networks	Network Structure Learning		
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Networks	Inference in Bayesian Networks	Belief Propagation	Forward and Backward Pass
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Networks	Inference in Bayesian Networks	Belief Propagation	Junction Tree Algorithm
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Networks	Inference in Bayesian Networks	Marketing Channel Attribution	Probabilistic Channel Contribution
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Networks	Inference in Bayesian Networks	Marketing Channel Attribution	Touchpoint Impact Quantification
MATHEMATICS, STATISTICS, AND PROBABILITY	Bayesian Statistics & Methods	Bayesian Networks	Causal Networks		
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	OLS Estimation		
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	Regression Assumptions		
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	Residual Analysis	Residual Plots	Residuals vs Fitted Values Plot
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	Residual Analysis	Residual Plots	Normal Q-Q Plot
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	Residual Analysis	Residual Plots	Scale-Location Plot
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	Residual Analysis	Homoscedasticity Assessment	Constant Variance Check
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	Residual Analysis	Homoscedasticity Assessment	Detecting Heteroscedasticity
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	Residual Analysis	Outlier Detection	Influential Points
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	Residual Analysis	Outlier Detection	Cook's Distance
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	Residual Analysis	Outlier Detection	Leverage
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	R-Squared	R² Interpretation	Proportion of Variance Explained
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	R-Squared	R² Interpretation	0 to 1 Scale
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	R-Squared	Variance Explained	How Much Y Variance Explained by X
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	R-Squared	Variance Explained	Marketing Spend Explaining Revenue
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	R-Squared	Model Goodness-of-Fit	R² as Fit Indicator
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	R-Squared	Model Goodness-of-Fit	Context-Dependent Thresholds
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	Standard Error of Estimate		
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Simple Linear Regression	Confidence Intervals for Coefficients		
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Multiple Predictors	Marketing Mix Variables	TV, Radio, Digital Spend Variables
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Multiple Predictors	Marketing Mix Variables	Multiple Channel Contribution
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Multiple Predictors	Predictor Selection	Forward Selection
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Multiple Predictors	Predictor Selection	Backward Elimination
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Multiple Predictors	Predictor Selection	Stepwise Regression
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Multiple Predictors	Media Spend by Channel	Allocating Budget Based on Coefficients
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Multiple Predictors	Media Spend by Channel	Channel Effectiveness Comparison
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Adjusted R-Squared	Adjusted R² vs R² Comparison	Penalizing Model Complexity
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Adjusted R-Squared	Adjusted R² vs R² Comparison	Comparing Models with Different Predictors
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Adjusted R-Squared	Model Complexity Penalty	Adding Predictors Decreases Adjusted R²
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Adjusted R-Squared	Model Complexity Penalty	Parsimony Principle
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Adjusted R-Squared	Media Mix Model Fit Assessment	Evaluating MMM Model Quality
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Adjusted R-Squared	Media Mix Model Fit Assessment	Typical MMM R² Ranges (0.7-0.9)
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Multicollinearity	VIF Threshold (>5 or >10)	VIF > 5 Indicates Multicollinearity
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Multicollinearity	VIF Threshold (>5 or >10)	VIF > 10 Serious Concern
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Multicollinearity	Correlation Between Predictors	High Inter-Predictor Correlation
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Multicollinearity	Correlation Between Predictors	Correlated Marketing Channels
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Multicollinearity	Multicollinearity Solutions	Remove Redundant Variables
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Multicollinearity	Multicollinearity Solutions	Combine Correlated Variables
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Multicollinearity	Multicollinearity Solutions	Ridge Regression
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Partial Correlation		
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Multiple Linear Regression	Stepwise Regression		
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Polynomial Regression	Higher-Order Terms		
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Polynomial Regression	Curve Fitting		
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Polynomial Regression	Overfitting in Polynomial Models		
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Binary Outcomes	Success vs Failure Coding	0/1 Coding
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Binary Outcomes	Success vs Failure Coding	Yes/No, Convert/Not Convert
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Binary Outcomes	Conversion Prediction	Predicting Probability of Conversion
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Binary Outcomes	Conversion Prediction	Lead Conversion Modeling
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Binary Outcomes	Churn Prediction	Predicting Customer Churn Probability
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Binary Outcomes	Churn Prediction	Identifying At-Risk Customers
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Binary Outcomes	Lead Scoring	Probability-Based Lead Scores
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Binary Outcomes	Lead Scoring	Prioritizing High-Probability Leads
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Logit Function	Log-Odds Transformation	Logit = ln(p/(1-p))
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Logit Function	Log-Odds Transformation	Linear Function of Predictors
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Logit Function	Probability to Odds Conversion	Odds = p/(1-p)
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Logit Function	Probability to Odds Conversion	Inverse Logit Function
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Odds Ratios	Odds Ratio Interpretation	OR > 1: Increased Odds
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Odds Ratios	Odds Ratio Interpretation	OR < 1: Decreased Odds
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Odds Ratios	Odds Ratio Interpretation	OR = 1: No Effect
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Odds Ratios	Coefficient Exponentiation	exp(β) = Odds Ratio
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Odds Ratios	Coefficient Exponentiation	Exponentiating Logistic Coefficients
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Odds Ratios	Feature Impact Quantification	One-Unit Increase Impact
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Odds Ratios	Feature Impact Quantification	Predictor Importance Ranking
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Classification Metrics	Accuracy	(TP + TN) / Total
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Classification Metrics	Accuracy	Overall Correct Classification Rate
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Classification Metrics	Accuracy	Accuracy Paradox in Imbalanced Data
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Classification Metrics	Precision & Recall	Precision = TP / (TP + FP)
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Classification Metrics	Precision & Recall	Recall/Sensitivity = TP / (TP + FN)
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Classification Metrics	Precision & Recall	Precision-Recall Trade-off
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Classification Metrics	F1 Score	Harmonic Mean of Precision & Recall
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Classification Metrics	F1 Score	Balanced Performance Metric
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Classification Metrics	Confusion Matrix	True Positive, False Positive
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Classification Metrics	Confusion Matrix	True Negative, False Negative
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Classification Metrics	Confusion Matrix	2x2 Classification Table
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	ROC Curve & AUC	ROC Curve Construction	True Positive Rate vs False Positive Rate
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	ROC Curve & AUC	ROC Curve Construction	Plotting at Different Thresholds
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	ROC Curve & AUC	AUC Interpretation (0.5 to 1.0)	AUC = 0.5: Random Classifier
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	ROC Curve & AUC	AUC Interpretation (0.5 to 1.0)	AUC = 0.7-0.8: Acceptable
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	ROC Curve & AUC	AUC Interpretation (0.5 to 1.0)	AUC = 0.8-0.9: Excellent
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	ROC Curve & AUC	AUC Interpretation (0.5 to 1.0)	AUC > 0.9: Outstanding
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	ROC Curve & AUC	Threshold Selection	Optimizing for Business Goals
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	ROC Curve & AUC	Threshold Selection	Balancing Precision & Recall
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	ROC Curve & AUC	Threshold Selection	Youden's Index
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	ROC Curve & AUC	Model Comparison via AUC	Higher AUC = Better Model
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	ROC Curve & AUC	Model Comparison via AUC	Statistical Comparison of AUCs
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Logistic Regression	Multinomial Logistic Regression		
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Generalized Linear Models (GLM)	Link Functions		
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Generalized Linear Models (GLM)	Exponential Family Distributions		
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Generalized Linear Models (GLM)	Poisson Regression	Count Data Modeling	Modeling Non-Negative Integer Outcomes
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Generalized Linear Models (GLM)	Poisson Regression	Count Data Modeling	Events per Time Period
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Generalized Linear Models (GLM)	Poisson Regression	Website Visit Prediction	Visits per User
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Generalized Linear Models (GLM)	Poisson Regression	Website Visit Prediction	Session Count Modeling
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Generalized Linear Models (GLM)	Poisson Regression	Customer Frequency Modeling	Purchase Frequency Prediction
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Generalized Linear Models (GLM)	Poisson Regression	Customer Frequency Modeling	Repeat Purchase Rate
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Generalized Linear Models (GLM)	Negative Binomial Regression		
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Generalized Linear Models (GLM)	Gamma Regression		
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Generalized Linear Models (GLM)	Overdispersion		
MATHEMATICS, STATISTICS, AND PROBABILITY	Statistical Modeling & Regression	Mixed Effects Models	Fixed Effects		
