,,,,,,
,,,,,,
,,,,,,
,"DERIVED SOURCE
(INPUT)",CATEGORY-2,CATEGORY-3,CATEGORY-4,CATEGORY-5,CATEGORY-6
,MARKETING,Brand Management,Brand Strategy & Architecture,Brand Naming & Nomenclature,Product & Service Naming Conventions,
,MARKETING,Brand Management,Brand Identity & Expression,Visual Identity System,Logo Design & Usage Guidelines,
,MARKETING,Brand Management,Brand Identity & Expression,Visual Identity System,Color Palette & Application,
,MARKETING,Brand Management,Brand Identity & Expression,Visual Identity System,Typography System & Hierarchy,
,MARKETING,Brand Management,Brand Identity & Expression,Visual Identity System,Imagery & Photography Style Guidelines,
,MARKETING,Brand Management,Brand Identity & Expression,Visual Identity System,Iconography & Illustration System,
,MARKETING,Brand Management,Brand Identity & Expression,Verbal Identity & Voice,Brand Voice & Tone Development,
,MARKETING,Brand Management,Brand Identity & Expression,Verbal Identity & Voice,Messaging Architecture & Framework,
,MARKETING,Brand Management,Brand Identity & Expression,Verbal Identity & Voice,"Tagline, Slogan & Lexicon Development",
,MARKETING,Brand Management,Brand Identity & Expression,Sensory Branding,Sonic Branding (Audio Logo),
,MARKETING,Brand Management,Brand Identity & Expression,Sensory Branding,Scent or Tactile Branding,
,MARKETING,Brand Management,Brand Governance & Operations,Brand Guidelines & Toolkits,Creation of Centralized Brand Style Guide,
,MARKETING,Brand Management,Brand Governance & Operations,Brand Guidelines & Toolkits,Digital Asset Management (DAM) System,Platform Management
,MARKETING,Brand Management,Brand Governance & Operations,Brand Guidelines & Toolkits,Digital Asset Management (DAM) System,Asset Organization & Tagging
,MARKETING,Brand Management,Brand Governance & Operations,Brand Compliance & Training,Internal Creative & Marketing Review Process,
,MARKETING,Brand Management,Brand Governance & Operations,Brand Compliance & Training,Brand Onboarding & Training for Employees,
,MARKETING,Brand Management,Brand Governance & Operations,Brand Compliance & Training,External Agency & Partner Onboarding,
,MARKETING,Brand Management,Brand Governance & Operations,Trademark & Legal Protection,Trademark Registration & Management,
,MARKETING,Brand Management,Brand Governance & Operations,Trademark & Legal Protection,Monitoring for Brand Infringement,
,MARKETING,Brand Management,Brand Activation & Communication,Brand Advertising Campaigns,Campaign Strategy & Creative Brief Development,
,MARKETING,Brand Management,Brand Activation & Communication,Brand Advertising Campaigns,Creative Development & Production,
,MARKETING,Brand Management,Brand Activation & Communication,Brand Advertising Campaigns,Media Planning & Placement,
,MARKETING,Brand Management,Brand Activation & Communication,Public Relations & Reputation,Corporate Communications & Media Relations,
,MARKETING,Brand Management,Brand Activation & Communication,Public Relations & Reputation,Crisis Communication & Preparedness Plan,
,MARKETING,Brand Management,Brand Activation & Communication,Sponsorships & Co-Branding,Partnership Evaluation & Selection,
,MARKETING,Brand Management,Brand Activation & Communication,Sponsorships & Co-Branding,Co-branded Campaign Execution,
,MARKETING,Brand Management,Brand Activation & Communication,Employer Branding,Defining Employer Value Proposition (EVP),
,MARKETING,Brand Management,Brand Activation & Communication,Employer Branding,Activating the Brand in Recruitment Marketing,
,MARKETING,Brand Management,Brand Performance & Measurement,Brand Health Tracking,Brand Awareness Studies,Aided & Unaided Brand Recall
,MARKETING,Brand Management,Brand Management,Brand Health Tracking,Brand Perception & Association Studies,
,MARKETING,Brand Management,Brand Management,Brand Health Tracking,Brand Sentiment Analysis (via Social Listening),
,MARKETING,Brand Management,Brand Performance & Measurement,Brand Equity Measurement,Customer Loyalty & Preference Metrics,
,MARKETING,Brand Management,Brand Performance & Measurement,Brand Equity Measurement,Net Promoter Score (NPS) Analysis,
,MARKETING,Brand Management,Brand Performance & Measurement,Brand Equity Measurement,Calculating Financial Brand Value,
,MARKETING,Brand Management,Brand Performance & Measurement,Competitive Brand Analysis,Share of Voice (SOV) Measurement,
,MARKETING,Brand Management,Brand Performance & D Measurement,Competitive Brand Analysis,Competitor Messaging & Positioning Tracking,
,MARKETING,Digital Marketing,Paid Advertising / PPC,Paid Media Strategy & Planning,Goal Setting & KPI Definition,"Defining Campaign Objectives (Awareness, Leads, Sales, ROAS)"
,MARKETING,Digital Marketing,Paid Advertising / PPC,Paid Media Strategy & Planning,Budgeting & Forecasting,Budget Allocation by Channel & Funnel Stage
,MARKETING,Digital Marketing,Paid Advertising / PPC,Paid Media Strategy & Planning,Budgeting & Forecasting,Performance & Spend Forecasting
,MARKETING,Digital Marketing,Paid Advertising / PPC,Paid Media Strategy & Planning,Audience Targeting Strategy,Persona Development for Paid Channels
,MARKETING,Digital Marketing,Paid Advertising / PPC,Paid Media Strategy & Planning,Audience Targeting Strategy,"Audience Temperature Targeting (Cold, Warm, Hot)"
,MARKETING,Digital Marketing,Paid Advertising / PPC,Paid Media Strategy & Planning,Competitive Analysis,Competitor Ad & Offer Monitoring
,MARKETING,Digital Marketing,Paid Advertising / PPC,Search Engine Marketing (SEM),Account & Campaign Structure,"Platform Selection (Google Ads, Microsoft Ads)"
,MARKETING,Digital Marketing,Paid Advertising / PPC,Search Engine Marketing (SEM),Account & Campaign Structure,Campaign Organization & Naming Conventions
,MARKETING,Digital Marketing,Paid Advertising / PPC,Search Engine Marketing (SEM),Account & Campaign Structure,Ad Group Theming & Structuring
,MARKETING,Digital Marketing,Paid Advertising / PPC,Search Engine Marketing (SEM),Keyword Management,Keyword Research & Discovery
,MARKETING,Digital Marketing,Paid Advertising / PPC,Search Engine Marketing (SEM),Keyword Management,"Match Type Strategy (Broad, Phrase, Exact)"
,MARKETING,Digital Marketing,Paid Advertising / PPC,Search Engine Marketing (SEM),Keyword Management,Negative Keyword List Management
,MARKETING,Digital Marketing,Paid Advertising / PPC,Search Engine Marketing (SEM),Ad Copy & Creative,Responsive Search Ad (RSA) Creation & Testing
,MARKETING,Digital Marketing,Paid Advertising / PPC,Search Engine Marketing (SEM),Ad Copy & Creative,"Ad Extension Strategy & Management (Sitelinks, Callouts, etc.)"
,MARKETING,Digital Marketing,Paid Advertising / PPC,Search Engine Marketing (SEM),Ad Copy & Creative,Dynamic Keyword Insertion (DKI) & Ad Customizers
,MARKETING,Digital Marketing,Paid Advertising / PPC,Search Engine Marketing (SEM),Bidding & Budgeting,Bid Strategy Selection (Manual vs. Automated)
,MARKETING,Digital Marketing,Paid Advertising / PPC,Search Engine Marketing (SEM),Bidding & Budgeting,Budget Pacing & Dayparting
,MARKETING,Digital Marketing,Paid Advertising / PPC,Search Engine Marketing (SEM),E-commerce (Shopping Ads),Product Feed (Merchant Center) Optimization
,MARKETING,Digital Marketing,Paid Advertising / PPC,Search Engine Marketing (SEM),E-commerce (Shopping Ads),Performance Max (PMax) Campaign Management
,MARKETING,Digital Marketing,Paid Advertising / PPC,Paid Social Advertising,Meta Ads (Facebook & Instagram),Campaign Objective Selection
,MARKETING,Digital Marketing,Paid Advertising / PPC,Paid Social Advertising,Meta Ads (Facebook & Instagram),"Audience Targeting (Core, Custom, Lookalike)"
,MARKETING,Digital Marketing,Paid Advertising / PPC,Paid Social Advertising,Meta Ads (Facebook & Instagram),"Ad Creative, Format & Copy Testing"
,MARKETING,Digital Marketing,Paid Advertising / PPC,Paid Social Advertising,LinkedIn Ads,"Professional Audience Targeting (Job Title, Industry, etc.)"
,MARKETING,Digital Marketing,Paid Advertising / PPC,Paid Social Advertising,LinkedIn Ads,"Ad Formats (Sponsored Content, InMail, Lead Gen Forms)"
,MARKETING,Digital Marketing,Paid Advertising / PPC,Paid Social Advertising,Other Platforms,"TikTok, X (Twitter), Pinterest, Reddit Ads"
,MARKETING,Digital Marketing,Paid Advertising / PPC,Other Paid Channels,Display & Video Advertising,Google Display Network (GDN) Campaign Management
,MARKETING,Digital Marketing,Paid Advertising / PPC,Other Paid Channels,Display & Video Advertising,YouTube Ad Campaign Management
,MARKETING,Digital Marketing,Paid Advertising / PPC,Other Paid Channels,Remarketing & Retargeting,Pixel Implementation & Audience List Creation
,MARKETING,Digital Marketing,Paid Advertising / PPC,Other Paid Channels,Remarketing & Retargeting,Funnel-Based Remarketing Strategy
,MARKETING,Digital Marketing,Paid Advertising / PPC,Campaign Operations & Optimization,Landing Page Optimization,"A/B Testing (Headlines, CTAs, Layouts)"
,MARKETING,Digital Marketing,Paid Advertising / PPC,Campaign Operations & Optimization,Landing Page Optimization,Conversion Rate Optimization (CRO)
,MARKETING,Digital Marketing,Paid Advertising / PPC,Campaign Operations & Optimization,Landing Page Optimization,Message Match (Ad to Page Consistency)
,MARKETING,Digital Marketing,Paid Advertising / PPC,Campaign Operations & Optimization,Ongoing Optimization Routine,Search Query Report (SQR) Analysis
,MARKETING,Digital Marketing,Paid Advertising / PPC,Campaign Operations & Optimization,Ongoing Optimization Routine,Quality Score Improvement
,MARKETING,Digital Marketing,Paid Advertising / PPC,Performance Measurement & Analytics,Conversion Tracking & Attribution,Pixel & Tag Management (GTM)
,MARKETING,Digital Marketing,Paid Advertising / PPC,Performance Measurement & Analytics,Conversion Tracking & Attribution,Conversion Action Setup (Platform & GA4)
,MARKETING,Digital Marketing,Paid Advertising / PPC,Performance Measurement & Analytics,Conversion Tracking & Attribution,UTM Tracking Strategy
,MARKETING,Digital Marketing,Paid Advertising / PPC,Performance Measurement & Analytics,Conversion Tracking & Attribution,Attribution Model Analysis
,MARKETING,Digital Marketing,Paid Advertising / PPC,Performance Measurement & Analytics,Reporting & Analysis,"Dashboard Creation (Looker Studio, etc.)"
,MARKETING,Digital Marketing,Paid Advertising / PPC,Performance Measurement & Analytics,Reporting & Analysis,"Performance Analysis (CPA, ROAS, CVR)"
,MARKETING,Digital Marketing,Paid Advertising / PPC,Performance Measurement & Analytics,Reporting & Analysis,Presenting Insights & Recommendations
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,Strategy & Planning,"Goal Setting & KPI Definition (Open Rate, CTR, Conversions)",
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,Strategy & Planning,Audience Segmentation Strategy,
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,Strategy & Planning,Content & Editorial Calendar Planning,
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,Strategy & Planning,Personalization & Dynamic Content Strategy,
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,List Management & Health,Lead Capture & List Growth,"Forms, Pop-ups & Lead Magnets"
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,List Management & Health,Lead Capture & List Growth,Gated Content Strategy
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,List Management & Health,Database Segmentation,"Demographic, Behavioral & Lifecycle Stage Segmentation"
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,List Management & Health,List Hygiene & Cleaning,Inactive Subscriber Management & Sunset Policies
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,List Management & Health,Compliance Management,"GDPR, CAN-SPAM, CCPA Adherence"
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,Email Campaign Execution,One-Time Campaigns,"Newsletters, Promotional Sends, Announcements"
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,Email Campaign Execution,Email Design & Development,Template Building & Mobile Optimization
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,Email Campaign Execution,Copywriting & A/B Testing,"Subject Line, CTA & Send Time Optimization"
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,Marketing Automation & Nurturing,Workflow & Journey Building,Welcome & Onboarding Series
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,Marketing Automation & Nurturing,Workflow & Journey Building,Lead Nurturing Sequences
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,Marketing Automation & Nurturing,Workflow & Journey Building,Cart Abandonment & Re-engagement Campaigns
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,Marketing Automation & Nurturing,Lead Scoring & Grading,Model Development & Implementation
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,Marketing Automation & Nurturing,CRM & Platform Integration,
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,Operations & Deliverability,"Platform Management (e.g., HubSpot, Marketo, Mailchimp)",
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,Operations & Deliverability,Deliverability Management,Sender Reputation Monitoring (IP & Domain)
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,Operations & Deliverability,Deliverability Management,"Email Authentication (SPF, DKIM, DMARC)"
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,Performance & Analytics,KPI Tracking & Reporting,Dashboard Creation for Key Metrics
,MARKETING,Digital Marketing,Email Marketing & Marketing Automation,Performance & Analytics,Attribution & ROI Analysis,
